2015-07-12 16:25:17 :  84> [G]:  14332 [E]:   4597 [D]: 1290 [T]: 2 [TH]: 9, In
2015-07-12 16:25:23 :  85> [G]:  13334 [E]: 119082 [D]:  590 [T]: 1 [TH]: 9, In
2015-07-12 16:25:27 :  86> [G]:  68095 [E]:   2616 [D]:  599 [T]: 1 [TH]: 9, In
2015-07-12 16:25:34 :  87> [G]:  55917 [E]:  50422 [D]:  918 [T]: 1 [TH]: 9, In
2015-07-12 16:25:41 :  88> [G]: 105984 [E]:  34482 [D]:  759 [T]: 1 [TH]: 9, In
2015-07-12 16:25:49 :  89> [G]:  73275 [E]:  52264 [D]: 1046 [T]: 1 [TH]: 9, In
2015-07-12 16:25:53 :  90> [G]:  28630 [E]:  20004 [D]: 1052 [T]: 1 [TH]: 9, In
2015-07-12 16:26:01 :  91> [G]:  18635 [E]: 149890 [D]:   84 [T]: 2 [TH]: 9, In
2015-07-12 16:26:09 :  92> [G]: 114247 [E]:  57095 [D]: 1621 [T]: 1 [TH]: 9, In
2015-07-12 16:26:15 :  93> [G]:  45507 [E]:  82349 [D]: 1416 [T]: 2 [TH]: 9, In
